"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"오뚜기","P123-201020300-1437","맛있는오뚜기컵밥참치와사비마요덮밥","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","148.000","4.12","3.00","255.000","0.97","20010445055554","2026-05-07"
"오뚜기","P123-201020300-1441","맛있는오뚜기햄볶음밥","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","191.000","4.44","0.44","400.000","1.64","20040355580203","2026-05-07"
"오뚜기","P120-113060000-0021","오뚜기 간단한끼 볶음고추장 참치","오또기에스에프","수산가공식품류","해당없음","100g","239.000","10.00","11.11","1,056.000","2.33","19730619001128","2026-05-07"
"오뚜기","P116-705070500-0383","오뚜기 고구마튀김","㈜면사랑","농산가공식품류","기타 농산가공품","100g","220.000","1.70","6.00","120.000","1.30","199304430282597","2026-05-07"
"오뚜기","P108-008000100-0071","오뚜기 고기리 들기름 막국수","㈜면사랑","면류","생면","100g","136.000","4.12","1.24","655.000","0.66","199304430282348","2026-05-07"
"오뚜기","P108-008000100-0105","오뚜기 고기리 물 막국수","㈜면사랑","면류","생면","100g","91.00","1.56","2.89","507.000","0.09","199304430282586","2026-05-07"
"오뚜기","P108-008000100-0106","오뚜기 고기리 비빔 막국수","㈜면사랑","면류","생면","100g","225.000","5.00","9.00","890.000","0.25","199304430282585","2026-05-07"
"오뚜기","P120-107010600-0003","오뚜기 고등어","오뚜기에스에프㈜","수산가공식품류","기타 어육가공품","100g","125.000","14.50","0.00","400.000","3.25","1973061900158","2026-05-07"
"오뚜기","P113-202020200-0012","오뚜기 골드마요네즈","주식회사 오뚜기","조미식품","마요네즈","100g","730.000","1.00","1.00","510.000","14.00","1992025503647/20010445055309","2026-05-07"
"오뚜기","P113-202020200-0126","오뚜기 골드마요네즈","㈜오뚜기","조미식품","마요네즈","100g","730.000","1.00","1.00","510.000","14.00","2024_RD_10708","2026-06-01"
"오뚜기","P118-100010700-0298","오뚜기 구운란","한울농업회사법인주식회사","알가공품류","알가열제품","100g","169.000","12.50","0.00","163.000","4.25","2025068100919","2026-05-07"
"오뚜기","P118-100010700-0092","오뚜기 깐메추리알","㈜풍림푸드","알가공품류","알가열제품","100g","145.000","10.00","0.00","250.000","4.00","200604050048","2026-05-07"
"오뚜기","P123-201020300-6323","오뚜기 누룽지국밥 미역국","상미식품(주)","즉석식품류","즉석조리식품","100g","392.000","8.11","2.16","1,108.000","0.00","199104490041178","2026-06-01"
"오뚜기","P123-201020300-6324","오뚜기 누룽지국밥 북엇국","상미식품(주)","즉석식품류","즉석조리식품","100g","378.000","8.11","2.16","1,054.000","0.00","199104490041179","2026-06-01"
"오뚜기","P113-206020400-0172","오뚜기 닭볶음탕 양념","주식회사 오뚜기","조미식품","소스","100g","213.000","4.38","37.50","3,038.000","0.00","197202880023403","2026-05-07"
"오뚜기","P113-206020400-1273","오뚜기 닭볶음탕 양념","주식회사 오뚜기","조미식품","소스","100g","213.000","4.38","37.50","3,038.000","0.00","20010445055762","2026-05-07"
"오뚜기","P120-402040000-0106","오뚜기 마늘 김볶음","(주)신안씨푸드 제2공장","수산가공식품류","해당없음","100g","601.000","13.00","7.00","774.000","6.50","2018053505072","2026-05-07"
"오뚜기","P108-002000400-0004","오뚜기 마슐랭 마라샹궈","오뚜기라면(주)","면류","유탕면","100g","433.000","10.00","9.17","1,225.000","7.50","198603090181154","2026-05-07"
"오뚜기","P108-002000400-0005","오뚜기 마슐랭 마라탕면","오뚜기라면(주)","면류","유탕면","100g","450.000","10.00","2.85","1,377.000","8.46","198603090181134","2026-05-07"
"오뚜기","P108-003000400-0364","오뚜기 마열라면","오뚜기라면(주)","면류","유탕면","100g","438.000","10.48","2.86","1,524.000","7.62","198603090181110","2026-05-07"
"오뚜기","P108-003000400-0983","오뚜기 마열라면","오뚜기라면(주)","면류","유탕면","100g","438.000","10.48","2.86","1,524.000","7.62","2024_RD_10709","2026-06-01"
"오뚜기","P113-202020200-0046","오뚜기 마요네스(미국)","(주)오뚜기 삼남공장","조미식품","마요네즈","100g","630.000","0.00","3.00","760.000","12.00","19920255036144","2026-05-07"
"오뚜기","P101-416000400-0669","오뚜기 맛있는 오리지널핫도그","(주)오뗄 이천지점","과자류·빵류 또는 떡류","빵류","100g","294.000","8.75","10.00","450.000","4.25","2012035821875","2026-05-14"
"오뚜기","P113-202020200-0028","오뚜기 매코매요","주식회사 오뚜기","조미식품","마요네즈","100g","70.00","0.00","2.00","100.000","1.00","197202880024721","2026-05-07"
"오뚜기","P108-011000100-0032","오뚜기 면사랑 가락생우동","㈜면사랑","면류","생면","100g","258.000","7.04","5.28","1,578.000","0.00","199304430282608","2026-05-07"
"오뚜기","P108-011000200-0077","오뚜기 면사랑 가쓰오사누끼우동","㈜면사랑","면류","숙면","100g","157.000","3.86","3.00","678.000","0.21","199304430281106","2026-05-07"
"오뚜기","P108-014000200-0122","오뚜기 면사랑 미트토마토 파스타","㈜면사랑","면류","숙면","100g","127.000","4.64","1.79","282.000","0.36","199304430282671","2026-06-01"
"오뚜기","P108-012000200-0032","오뚜기 면사랑 불고기 쫄면","㈜면사랑","면류","숙면","100g","262.000","8.19","3.91","431.000","2.14","199304430282244","2026-05-07"
"오뚜기","P108-010000200-0026","오뚜기 면사랑 소고기쌀국수","㈜면사랑","면류","숙면","100g","206.000","5.21","1.56","750.000","1.04","199304430282320","2026-05-07"
"오뚜기","P108-002000100-0052","오뚜기 면사랑 시원한 멸치칼제비","㈜면사랑","면류","생면","100g","260.000","5.72","3.33","1,013.000","0.26","199304430282515","2026-05-07"
"오뚜기","P108-014000200-0123","오뚜기 면사랑 알리오올리오 파스타","㈜면사랑","면류","숙면","100g","152.000","4.07","0.32","475.000","0.86","199304430282670","2026-06-01"
"오뚜기","P108-011000200-0225","오뚜기 면사랑 열김치우동","㈜면사랑","면류","숙면","100g","172.000","3.57","1.79","857.000","0.31","199304430282483","2026-05-07"
"오뚜기","P108-011000200-0135","오뚜기 면사랑 유부우동","㈜면사랑","면류","숙면","100g","160.000","4.05","2.21","737.000","0.37","199304430282319","2026-05-07"
"오뚜기","P108-002000100-0053","오뚜기 면사랑 진한 장칼제비","㈜면사랑","면류","생면","100g","257.000","5.82","4.03","962.000","0.27","199304430282513","2026-05-07"
"오뚜기","P108-008000200-0686","오뚜기 면사랑 쫄냉면","㈜면사랑","면류","숙면","100g","108.000","1.34","4.40","461.000","0.19","199304430282665","2026-06-01"
"오뚜기","P108-011000200-0267","오뚜기 면사랑 쫄우동","㈜면사랑","면류","숙면","100g","228.000","5.96","2.58","943.000","0.20","199304430282536","2026-05-07"
"오뚜기","P108-002000100-0054","오뚜기 면사랑 참깨칼제비","㈜면사랑","면류","생면","100g","281.000","4.93","4.93","980.000","0.74","199304430282514","2026-05-07"
"오뚜기","P108-008000200-0687","오뚜기 면사랑 칡냉면","㈜면사랑","면류","숙면","100g","106.000","1.43","3.46","452.000","0.14","199304430282664","2026-06-01"
"오뚜기","P108-002000100-0087","오뚜기 면사랑 칼칼한 짬뽕칼제비","㈜면사랑","면류","생면","100g","277.000","5.08","1.02","1,146.000","0.60","199304430282621","2026-05-07"
"오뚜기","P108-008000200-0090","오뚜기 면사랑 코다리 회냉면","㈜면사랑","면류","숙면","100g","226.000","6.06","10.44","448.000","0.27","199304430282245","2026-05-07"
"오뚜기","P108-008000200-0091","오뚜기 면사랑 평양 물냉면","㈜면사랑","면류","숙면","100g","73.00","3.15","0.74","369.000","0.24","199304430282243","2026-05-07"
"오뚜기","P117-501050200-0552","오뚜기 미니 돈까스","오뚜기냉동식품㈜","식육가공품 및 포장육","분쇄가공육제품","100g","372.000","14.92","2.24","473.000","7.98","20130262193143","2026-05-07"
"오뚜기","P120-401040000-0798","오뚜기 바삭&고소한 치즈 김","(주)신안씨푸드 제2공장","수산가공식품류","해당없음","100g","545.000","21.81","10.42","2,822.000","5.01","2018053505073","2026-05-07"
"오뚜기","P123-215020300-0113","오뚜기 바삭김말이","주식회사도야지식품","즉석식품류","즉석조리식품","100g","172.000","1.43","1.70","343.000","0.85","20140188028249","2026-05-07"
"오뚜기","P116-706070200-0045","오뚜기 바삭한 빵가루","(주)진현","농산가공식품류","곡류가공품","100g","285.000","12.00","4.00","314.000","3.00","20150607609175","2026-05-14"
"오뚜기","P116-701070100-2104","오뚜기 백도","오뚜기에스에프㈜","농산가공식품류","과·채가공품","100g","85.00","0.25","18.75","1.00","0.00","19730619001101","2026-06-01"
"오뚜기","P108-009000400-0128","오뚜기 보들보들치즈볶음면 매운맛","오뚜기라면(주)","면류","유탕면","100g","412.000","7.69","7.69","1,008.000","6.92","198603090181158","2026-05-07"
"오뚜기","P108-009000400-0211","오뚜기 보들보들치즈볶음면 매운맛","오뚜기라면(주)","면류","유탕면","100g","412.000","7.69","7.69","1,008.000","6.92","2024_RD_10710","2026-06-01"
"오뚜기","P123-204020300-1568","오뚜기 부산식 밀면","㈜한스코리아","즉석식품류","즉석조리식품","100g","88.00","4.00","2.20","442.000","0.00","20090211043159","2026-07-13"
"오뚜기","P123-206020300-0340","오뚜기 브로콜리치즈스프","(주)오뚜기 삼남공장","즉석식품류","즉석조리식품","100g","75.00","1.95","2.22","194.000","3.89","19920255036124","2026-05-07"
"오뚜기","P108-003000400-0937","오뚜기 쇠고기라면 업소용","오뚜기라면(주)","면류","유탕면","100g","421.000","9.17","3.33","1,542.000","6.67","19860309018159","2026-05-14"
"오뚜기","P123-207020300-3526","오뚜기 순살 닭곰탕","(주)체리푸드","즉석식품류","즉석조리식품","100g","19.00","3.48","0.11","197.000","0.15","20070555053221","2026-05-07"
"오뚜기","P123-207020300-3527","오뚜기 순살 시래기 감자탕","(주)체리푸드","즉석식품류","즉석조리식품","100g","43.00","3.71","0.08","347.000","0.58","20070555053217","2026-05-07"
"오뚜기","P101-101000100-0522","오뚜기 순후추 팝콘","㈜제이앤이 아산공장","과자류·빵류 또는 떡류","과자","100g","582.000","7.27","1.82","836.000","14.55","20100461303762","2026-05-07"
"오뚜기","P113-206020400-0173","오뚜기 안동찜닭 양념","주식회사 오뚜기","조미식품","소스","100g","239.000","2.78","40.56","2,833.000","0.00","197202880023402","2026-05-07"
"오뚜기","P113-206020400-1274","오뚜기 안동찜닭 양념","주식회사 오뚜기","조미식품","소스","100g","239.000","2.78","40.56","2,833.000","0.00","20010445055763","2026-05-07"
"오뚜기","P107-113011300-0486","오뚜기 압착올리브유","주식회사 오뚜기","식용유지류","올리브유","100g","900.000","0.00","0.00","0.00","15.00","20190324434357","2026-05-07"
"오뚜기","P116-705070500-0384","오뚜기 야채튀김","㈜면사랑","농산가공식품류","기타 농산가공품","100g","295.000","1.90","4.00","270.000","3.90","199304430282598","2026-05-07"
"오뚜기","P101-106000100-6216","오뚜기 열라면 프레첼","㈜제이앤이 아산공장","과자류·빵류 또는 떡류","과자","100g","519.000","9.52","3.21","546.000","9.45","20100461303846","2026-05-07"
"오뚜기","P123-202020300-0031","오뚜기 옛날 구수한 끓여먹는 누룽지","㈜세준F&B","즉석식품류","즉석조리식품","100g","370.000","8.00","0.00","10.00","0.00","2004039415814","2026-05-07"
"오뚜기","P123-202020300-0032","오뚜기 옛날 구수한 누룽지","㈜세준F&B","즉석식품류","즉석조리식품","100g","375.000","8.33","0.00","58.00","0.00","200403941582","2026-05-07"
"오뚜기","P123-202020300-0033","오뚜기 옛날 구수한 누룽지30g","㈜세준F&B","즉석식품류","즉석조리식품","100g","367.000","6.67","0.00","67.00","0.00","2004039415819","2026-05-07"
"오뚜기","P117-800060000-1296","오뚜기 옛날 삼계탕","(주)체리푸드","식육가공품 및 포장육","해당없음","100g","83.00","7.22","0.22","153.000","1.44","19840532001270","2026-05-14"
"오뚜기","P123-212020300-1756","오뚜기 옛날 잡채","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","120.000","1.90","3.00","470.000","0.00","20040355580671","2026-05-07"
"오뚜기","P108-006000300-0239","오뚜기 옛날매콤잡채","오뚜기라면(주)","면류","건면","100g","348.000","2.58","10.32","1,032.000","1.29","198603090181122","2026-05-07"
"오뚜기","P123-201020300-3775","오뚜기 오뚜기밥","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","145.000","2.86","0.00","7.00","0.38","20010445055525","2026-05-07"
"오뚜기","P108-003000400-0365","오뚜기 오라면","오뚜기라면(주)","면류","유탕면","100g","429.000","10.00","4.17","1,433.000","6.67","198603090181128","2026-05-07"
"오뚜기","P101-416000400-0670","오뚜기 오리지널 핫도그","(주)오뗄 이천지점","과자류·빵류 또는 떡류","빵류","100g","288.000","6.25","10.00","450.000","5.63","2012035821882","2026-05-14"
"오뚜기","P123-206020300-0668","오뚜기 옥수수스프","㈜오뚜기","즉석식품류","즉석조리식품","100g","395.000","5.00","25.00","2,250.000","4.50","20010445055205","2026-05-14"
"오뚜기","P108-009000400-0035","오뚜기 진비빔면","오뚜기라면(주)","면류","유탕면","100g","401.000","7.05","9.62","897.000","7.05","19860309018993","2026-05-07"
"오뚜기","P108-004000400-0073","오뚜기 짜슐랭","오뚜기라면(주)","면류","유탕면","100g","432.000","7.20","6.40","936.000","7.20","198603090181165","2026-05-07"
"오뚜기","P123-201020300-6229","오뚜기 짜장컵밥","㈜오뚜기","즉석식품류","즉석조리식품","100g","166.000","4.06","3.13","281.000","1.50","20010445055507","2026-05-14"
"오뚜기","P120-401040000-1309","오뚜기 참기름으로 구운 고소한 김","세창식품","수산가공식품류","해당없음","100g","767.000","20.00","0.00","933.000","0.00","2003037240996","2026-05-07"
"오뚜기","P113-205020400-0503","오뚜기 참깨드레싱","㈜오뚜기","조미식품","소스","100g","475.000","3.00","12.00","1,060.000","3.40","197202880024907","2026-06-01"
"오뚜기","P108-003000400-0984","오뚜기 참깨라면","오뚜기라면(주)","면류","유탕면","100g","468.000","9.09","3.64","1,445.000","8.18","2024_RD_10711","2026-06-01"
"오뚜기","P112-013001300-0397","오뚜기 초고추장","(주)참고을 제2공장","장류","혼합장","100g","215.000","3.50","36.00","1,400.000","0.30","20030493175194","2026-05-07"
"오뚜기","P107-103010300-0051","오뚜기 카놀라유","주식회사 오뚜기","식용유지류","채종유(유채유 또는 카놀라유)","100g","900.000","0.00","0.00","0.00","8.00","20190324434257","2026-05-07"
"오뚜기","P101-101000100-0366","오뚜기 카레 팝콘","(주)제이앤이","과자류·빵류 또는 떡류","과자","100g","562.000","4.57","22.34","735.000","11.89","20100461303713","2026-05-07"
"오뚜기","P117-800050200-1067","오뚜기 카레치킨","(주)체리푸드","식육가공품 및 포장육","분쇄가공육제품","100g","285.000","11.00","1.00","490.000","3.50","19840532001430","2026-05-07"
"오뚜기","P123-201020300-5081","오뚜기 카레컵밥","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","134.000","3.69","3.08","412.000","1.02","20010445055508","2026-05-07"
"오뚜기","P108-003000400-0448","오뚜기 카레크림볶음면","오뚜기라면(주)","면류","유탕면","100g","437.000","7.50","5.00","1,125.000","9.17","198603090181157","2026-05-07"
"오뚜기","P123-217020300-0370","오뚜기 컵 떡볶이 스파이시","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","226.000","3.65","10.95","555.000","0.00","2021041204866","2026-05-07"
"오뚜기","P123-217020300-0371","오뚜기 컵 떡볶이 오리지날","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","226.000","3.65","10.95","569.000","0.00","2021041204867","2026-05-07"
"오뚜기","P123-217020300-0555","오뚜기 컵 떡볶이 치즈","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","254.000","5.00","5.83","683.000","2.92","2021041204882","2026-05-07"
"오뚜기","P123-217020300-0948","오뚜기 컵떡볶이 로제","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","223.000","4.27","7.50","490.000","1.57","20210412048121","2026-05-14"
"오뚜기","P123-217020300-0949","오뚜기 컵떡볶이 오리지널","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","222.000","4.16","9.57","494.000","0.23","20210412048119","2026-05-14"
"오뚜기","P123-217020300-0950","오뚜기 컵떡볶이 핫 스파이시","(주)세준에프앤비 2공장","즉석식품류","즉석조리식품","100g","218.000","4.21","8.78","526.000","0.26","20210412048120","2026-05-14"
"오뚜기","P123-206020300-0341","오뚜기 콘크림스프","(주)오뚜기 삼남공장","즉석식품류","즉석조리식품","100g","86.00","1.67","5.56","233.000","2.72","19920255036125","2026-05-07"
"오뚜기","P118-100010700-0271","오뚜기 퀵 모닝 에그샐러드 감자","농업회사법인 나래 주식회사","알가공품류","알가열제품","100g","150.000","6.00","1.00","310.000","2.70","2021042302979","2026-05-07"
"오뚜기","P118-100010700-0272","오뚜기 퀵 모닝 에그샐러드 플레인","농업회사법인 나래 주식회사","알가공품류","알가열제품","100g","190.000","11.00","1.00","300.000","3.50","2021042302978","2026-05-07"
"오뚜기","P118-100010700-0321","오뚜기 퀵모닝 오믈렛 토마토","㈜풍림푸드","알가공품류","알가열제품","100g","170.000","6.60","3.00","520.000","4.40","20060405004479","2026-05-07"
"오뚜기","P118-100010700-0322","오뚜기 퀵모닝 오믈렛 플레인","㈜풍림푸드","알가공품류","알가열제품","100g","200.000","8.00","1.31","467.000","4.89","20060405004478","2026-05-07"
"오뚜기","P123-206020300-0270","오뚜기 크림스프","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","67.00","0.56","0.89","239.000","4.45","20010445055794","2026-05-07"
"오뚜기","P117-502050200-0290","오뚜기 통등심 돈까스","오뚜기냉동식품 주식회사","","","100g","290.000","13.84","0.95","277.000","3.69","20130262193142","2026-05-14"
"오뚜기","P120-600060000-0459","오뚜기 통실통실 멘보샤","㈜그린푸드","수산가공식품류","해당없음","100g","293.000","8.30","1.90","424.000","3.40","20000149041569","2026-05-07"
"오뚜기","P101-405000400-5027","오뚜기 통실통실 소시지롤","유로베이커리","과자류·빵류 또는 떡류","빵류","100g","355.000","11.47","5.31","508.000","10.74","20020364102605","2026-05-07"
"오뚜기","P101-415000400-0457","오뚜기 페퍼로니 피자 with TABASCO sauce","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","290.000","11.33","4.00","600.000","4.67","199703111001949","2026-05-07"
"오뚜기","P113-206020400-4445","오뚜기 평양냉면육수","㈜면사랑","조미식품","소스","100g","5.00","0.57","0.00","600.000","0.00","199304430282564","2026-05-07"
"오뚜기","P107-117011700-0098","오뚜기 포도씨유","주식회사 오뚜기","식용유지류","기타식물성유지","100g","900.000","0.00","0.00","0.00","12.00","20190324434358","2026-05-07"
"오뚜기","P101-415000400-0458","오뚜기 핫치킨 피자 with TABASCO sauce","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","257.000","11.33","3.33","553.000","3.20","199703111001950","2026-05-07"
"오뚜기","P108-003000400-0366","오뚜기 해물짬뽕","오뚜기라면(주)","면류","유탕면","100g","404.000","8.33","3.33","1,475.000","5.83","19860309018859","2026-05-07"
"오뚜기","P107-110011000-0052","오뚜기 해바라기유","주식회사 오뚜기","식용유지류","해바라기유","100g","900.000","0.00","0.00","0.00","8.00","20190324434258","2026-05-07"
"오뚜기","P108-003000400-0827","오뚜기 THE HOT 열라면","오뚜기라면(주)","면류","유탕면","100g","448.000","9.52","4.76","1,600.000","9.52","198603090181245","2026-05-07"
"오뚜기","P123-302030100-1149","오뚜기 X.O. 교자 고기","오뚜기냉동식품㈜","즉석식품류","만두","100g","227.000","7.72","2.78","518.000","4.63","20040355580583","2026-05-07"
"오뚜기","P123-302030100-1150","오뚜기 X.O. 교자 김치","오뚜기냉동식품㈜","즉석식품류","만두","100g","218.000","8.33","4.01","506.000","3.09","20040355580584","2026-05-07"
"오뚜기","P123-302030100-1151","오뚜기 X.O. 교자 새우&홍게살","오뚜기냉동식품㈜","즉석식품류","만두","100g","269.000","8.33","3.70","546.000","5.56","20040355580585","2026-05-07"
"오뚜기","P101-415000400-0212","오뚜기6포르마지피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","273.000","12.59","3.46","548.000","5.68","19970311100734","2026-05-07"
"오뚜기","P101-415000400-1217","오뚜기6포르마지피자","(주)조흥","과자류·빵류 또는 떡류","빵류","100g","273.000","12.59","3.46","548.000","5.68","2024_RD_10712","2026-06-01"
"오뚜기","P123-206020300-0114","오뚜기고구마스프","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","78.00","1.50","6.50","185.000","2.15","197202880023220","2026-05-07"
"오뚜기","P101-415000400-0214","오뚜기고르곤졸라씬피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","313.000","14.93","1.39","521.000","12.15","19970311100371","2026-05-07"
"오뚜기","P112-010001000-0265","오뚜기고추장","오복에프앤씨","장류","고추장","100g","219.000","4.30","21.80","2,213.000","0.10","2016014449030","2026-05-07"
"오뚜기","P112-010001000-0314","오뚜기고향고추장","(주)진미식품","장류","고추장","100g","256.000","6.00","25.00","2,660.000","0.00","20110444050252","2026-05-07"
"오뚜기","P112-010001000-0057","오뚜기고향태양초고추장","(주)진미식품","장류","고추장","100g","256.000","6.00","25.00","2,660.000","0.00","2011044405022","2026-05-07"
"오뚜기","P112-004000700-0139","오뚜기국간장","매일식품(주)","장류","혼합간장","100mL","45.00","6.00","2.00","5,690.000","0.00","19550509001185","2026-05-07"
"오뚜기","P108-003000400-0163","오뚜기김치라면","오뚜기라면(주)","면류","유탕면","100g","438.000","8.33","4.17","1,442.000","8.33","1986030901885","2026-05-07"
"오뚜기","P108-003000400-0164","오뚜기김치면","오뚜기라면(주)","면류","유탕면","100g","429.000","8.57","3.81","1,371.000","6.67","1986030901829","2026-05-07"
"오뚜기","P120-109060000-0015","오뚜기꽁치","오뚜기에스에프㈜","수산가공식품류","해당없음","100g","204.000","12.73","0.00","423.000","6.12","1973061900133","2026-05-07"
"오뚜기","P123-201020300-4311","오뚜기냉동식품 듬뿍 갈릭버터볶음밥","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","190.000","3.00","2.00","280.000","0.60","20040355580286","2026-05-07"
"오뚜기","P123-201020300-6325","오뚜기냉동식품 듬뿍 김치볶음밥","오뚜기냉동식품 주식회사","즉석식품류","즉석조리식품","100g","181.000","4.70","2.00","456.000","0.70","20040355580708","2026-06-01"
"오뚜기","P123-201020300-4312","오뚜기냉동식품 듬뿍 베이컨볶음밥","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","188.000","4.00","2.00","330.000","1.05","20040355580284","2026-05-07"
"오뚜기","P123-201020300-4313","오뚜기냉동식품 듬뿍 새우볶음밥","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","186.000","3.25","1.50","428.000","0.73","20040355580154","2026-05-07"
"오뚜기","P123-203020300-0766","오뚜기냉동식품 듬뿍 참치마요주먹밥","오뚜기냉동식품 주식회사","즉석식품류","즉석조리식품","100g","200.000","5.20","2.00","405.000","0.60","20040355580709","2026-06-01"
"오뚜기","P123-201020300-4314","오뚜기냉동식품 듬뿍 햄야채볶음밥","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","174.000","3.33","2.22","437.000","1.19","20040355580144","2026-05-07"
"오뚜기","P123-212020300-1843","오뚜기냉동식품 바삭 볼카츠","오뚜기냉동식품㈜","즉석식품류","즉석조리식품","100g","249.000","10.10","2.30","437.000","1.80","20040355580681","2026-05-07"
"오뚜기","P123-207020300-0763","오뚜기닭백숙누룽지탕","(주)세준에프앤비","즉석식품류","즉석조리식품","100g","315.000","12.00","0.70","980.000","0.00","2004039415863","2026-05-07"
"오뚜기","P123-207020300-0764","오뚜기닭볶음탕","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","131.000","11.71","6.57","546.000","0.77","1992030803897","2026-05-07"
"오뚜기","P123-211020300-0040","오뚜기데미글라스햄버그스테이크","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","152.000","11.67","5.83","450.000","3.33","19920308038110","2026-05-07"
"오뚜기","P108-003000400-0165","오뚜기리얼치즈라면","오뚜기라면(주)","면류","유탕면","100g","400.000","8.33","5.83","1,142.000","7.50","19860309018772","2026-05-07"
"오뚜기","P101-415000400-1197","오뚜기마르게리타피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","247.000","10.67","2.67","387.000","3.33","199703111001814","2026-05-14"
"오뚜기","P113-202020200-0047","오뚜기마요네스(스파우트팩)(러시아)","(주)오뚜기 삼남공장","조미식품","마요네즈","100g","630.000","0.00","3.00","760.000","12.00","19920255036145","2026-05-07"
"오뚜기","P101-415000400-0215","오뚜기머쉬룸스테이크피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","223.000","9.30","3.02","472.000","3.49","19970311100733","2026-05-07"
"오뚜기","P123-215020300-0050","오뚜기바삭김말이튀김","주식회사도야지식품","즉석식품류","즉석조리식품","100g","185.000","2.00","2.00","410.000","2.00","20140188028114","2026-05-07"
"오뚜기","P123-215020300-0355","오뚜기바삭김말이튀김","주식회사도야지식품","즉석식품류","즉석조리식품","100g","185.000","2.00","2.00","410.000","2.00","2024_RD_10713","2026-06-01"
"오뚜기","P123-201020300-6230","오뚜기밥 미소진품","㈜오뚜기","즉석식품류","즉석조리식품","100g","145.000","2.86","0.00","2.00","0.38","20010445055921","2026-05-14"
"오뚜기","P123-201020300-4315","오뚜기밥 수향미 현미밥","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","140.000","2.86","0.00","2.00","0.29","20010445055527","2026-05-07"
"오뚜기","P108-009000400-0036","오뚜기볶음진짬뽕","오뚜기라면(주)","면류","유탕면","100g","409.000","8.18","7.27","909.000","6.36","19860309018719","2026-05-07"
"오뚜기","P108-003000400-0166","오뚜기부대찌개라면","오뚜기라면(주)","면류","유탕면","100g","391.000","10.43","5.22","1,600.000","6.09","19860309018736","2026-05-07"
"오뚜기","P108-003000400-0167","오뚜기북엇국라면","오뚜기라면(주)","면류","유탕면","100g","447.000","11.58","4.21","1,389.000","8.42","19860309018941","2026-05-07"
"오뚜기","P101-415000400-0216","오뚜기불고기맥스피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","263.000","9.33","7.33","747.000","4.00","19970311100829","2026-05-07"
"오뚜기","P101-415000400-0218","오뚜기불고기피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","279.000","12.12","4.04","510.000","3.54","19970311100369","2026-05-07"
"오뚜기","P101-415000400-1198","오뚜기불고기피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","273.000","11.33","5.33","493.000","5.33","199703111001664","2026-05-14"
"오뚜기","P101-415000400-1218","오뚜기불고기피자","(주)조흥","과자류·빵류 또는 떡류","빵류","100g","267.000","10.67","3.33","480.000","3.33","2024_RD_10714","2026-06-01"
"오뚜기","P101-415000400-0219","오뚜기불고기피자UNO","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","267.000","12.22","3.89","511.000","3.89","19970311100737","2026-05-07"
"오뚜기","P101-106000100-1273","오뚜기뿌셔땅매콤양념치킨맛","농업회사법인조은제과주식회사","과자류·빵류 또는 떡류","과자","100g","436.000","4.29","20.00","471.000","5.00","2006036463433","2026-05-07"
"오뚜기","P103-102020500-0185","오뚜기뿌셔땅쵸코맛","농업회사법인조은제과주식회사","코코아가공품류 또는 초콜릿류","초콜릿가공품","100g","479.000","4.29","12.86","243.000","17.14","2006036463443","2026-05-07"
"오뚜기","P101-106000100-1274","오뚜기뿌셔땅카라멜맛","농업회사법인조은제과주식회사","과자류·빵류 또는 떡류","과자","100g","421.000","4.29","20.00","329.000","5.00","2006036463432","2026-05-07"
"오뚜기","P101-106000100-1275","오뚜기뿌셔땅플레인","농업회사법인조은제과주식회사","과자류·빵류 또는 떡류","과자","100g","436.000","4.29","20.00","229.000","5.00","2006036463431","2026-05-07"
